student_id,first_name,last_name,email,age,year_level,course,section,gpa,units_enrolled,tuition_fee,scholarship,region,contact_no,student_status
2021-04735,Justin,Hurst,justin.hurst@school.edu.ph,16.0,SECOND YEAR,BS Architecture,C,1.36,18.0,39553.51,No,Region VI,09479162121,Regular
2021-07147,Zachary,Williams,zachary.williams@school.edu.ph,21.0,third year,BS Architecture,A,3.35,21.0,51959.18,No,Region XI,09349108379,IRREG
2021-00744,Cheryl,Peterson,cheryl.peterson@school.edu.ph,24.0,2nd Year,BS Education,C,1.61,15.0,32024.96,No,Region VII,09328940430,Regular
2021-00415,Larry,Rosales,larry.rosales@school.edu.ph,19.0,3rd Year,BS Tourism,B,1.71,15.0,26923.93,Yes,Region II,09494368460,REGULAR
2021-03737,Kristin,Mason,kristin.mason@school.edu.ph,24.0,3rd Year,BS Psychology,A,1.21,15.0,27985.5,No,Region VII,09895666663,Regular
2021-05892,Edward,Fernandez,edward.fernandez@school.edu.ph,22.0,2nd Year,BS Accountancy,C,1.1,18.0,35125.45,No,Region XII,09956127755,Regular
2021-07991,Steven,Soto,steven.soto@school.edu.ph,19.0,3rd Year,BS Education,B,2.55,18.0,40857.02,No,BARMM,09247732525,Regular
2021-01424,Joseph,Morris,joseph.morris@school.edu.ph,26.0,1st Year,BS Tourism,C,1.65,18.0,39504.25,No,Region V,09681122229,REG
2021-03709,Ryan,Burke,ryan.burke@school.edu.ph,23.0,1st Year,BS Psychology,A,,21.0,49374.73,No,NCR,09745085049,Transferee
2021-09211,Arthur,Sandoval,arthur.sandoval@school.edu.ph,17.0,4th Year,BS Education,A,2.36,21.0,35788.11,No,Region XI,09778642238,Regular
2021-03453,Bryan,Jensen,bryan.jensen@school.edu.ph,17.0,3rd Year,BS Architecture,B,1.56,21.0,40622.02,No,Region III,09123186044,Irregular
2021-07432,David,Bauer,david.bauer@school.edu.ph,25.0,2nd Year,BS Tourism,C,2.16,18.0,44131.74,No,Region X,09238886106,Irregular
2021-08491,Kristen,Blair,kristen.blair@school.edu.ph,23.0,third year,BS Computer Science,A,2.49,18.0,33481.87,No,Region VII,09575613769,Regular
2021-06276,Sarah,Rivera,sarah.rivera@school.edu.ph,26.0,3rd Year,BS Psychology,B,2.15,24.0,43474.81,No,Region IX,09705945411,Regular
2021-03459,Gina,Stout,gina.stout@school.edu.ph,21.0,3rd Year,BS Education,B,2.92,24.0,54696.45,No,Region V,09591005307,Irregular
2021-06057,Robert,Steele,robert.steele@school.edu.ph,26.0,2nd Year,BS Tourism,A,1.96,18.0,31470.35,No,Region II,09308325394,Regular
2021-09279,Stephen,Swanson,stephen.swanson@school.edu.ph,16.0,1st Year,BS Nursing,A,2.55,21.0,44472.99,No,CAR,09627024480,Regular
2021-05121,Carl,Mcclure,carl.mcclure@school.edu.ph,19.0,1st Year,BS Architecture,D,2.51,18.0,37600.2,No,Region XII,09165318142,REGULAR
2021-01631,Nicholas,Bullock,nicholas.bullock@school.edu.ph,23.0,3rd Year,BS Nursing,A,3.33,21.0,37437.31,No,CAR,09168270802,Regular
2021-03644,Brian,Marshall,brian.marshall@school.edu.ph,24.0,2nd Year,BS Nursing,B,2.72,21.0,44867.35,No,Region IX,09425361053,REG
2021-06887,Katherine,Bowman,katherine.bowman@school.edu.ph,24.0,FIRST YEAR,BS Business Administration,B,3.31,18.0,28106.56,No,Region XII,09351083845,Regular
2021-07969,Barry,Pruitt,barry.pruitt@school.edu.ph,26.0,2nd Year,BS Accountancy,A,2.78,21.0,38683.54,No,BARMM,09436660421,Regular
2021-03030,Laura,Stuart,laura.stuart@school.edu.ph,20.0,3rd Year,BS Tourism,B,1.4,18.0,28215.32,No,Region V,09378323485,Regular
2021-06856,Rebecca,Campos,rebecca.campos@school.edu.ph,17.0,2nd Year,BS Tourism,C,2.04,21.0,33004.18,n,Region II,09781923776,Reg
2021-06714,Margaret,Galvan,margaret.galvan@school.edu.ph,26.0,4th Year,BS Accountancy,B,1.74,21.0,37475.13,No,Region III,09291853094,reg
2021-06036,Ryan,Ross,ryan.ross@school.edu.ph,21.0,1st Year,BS Civil Engineering,A,1.93,21.0,42666.29,No,Region VII,09385766802,Irregular
2021-09925,Sherry,Church,sherry.church@school.edu.ph,18.0,2nd Year,BS Civil Engineering,C,1.83,18.0,39028.03,No,NCR,09443077817,Regular
2021-02985,Erica,Henderson,erica.henderson@school.edu.ph,19.0,SECOND YEAR,BS Accountancy,B,2.76,21.0,51310.45,No,Region IV-A,09878599985,Transferee
2021-04701,Karen,Garza,karen.garza@school.edu.ph,26.0,First Year,BS Accountancy,D,2.63,15.0,26236.74,No,Region IV-A,09795726498,regular
2021-06718,Angela,Porter,angela.porter@school.edu.ph,19.0,2nd Year,BS Education,A,,21.0,34185.05,No,Region IV-A,,REG
2021-00668,David,Freeman,david.freeman@school.edu.ph,23.0,1st Year,BS Business Administration,D,2.95,21.0,33406.82,No,BARMM,09146836177,Regular
2021-05668,Jessica,King,jessica.king@school.edu.ph,24.0,4th Year,BS Tourism,A,1.54,18.0,34775.83,No,Region VIII,09974076774,regular
2021-09027,Andrew,Ellis,andrew.ellis@school.edu.ph,19.0,2nd Year,BS Business Administration,B,3.05,24.0,58838.29,No,Region X,09561024904,transferee
2021-01139,Audrey,Hernandez,audrey.hernandez@school.edu.ph,26.0,2nd Year,BS Architecture,B,1.63,24.0,37061.82,No,Region X,09761710897,REG
2021-03809,Anthony,May,anthony.may@school.edu.ph,26.0,first year,BS Accountancy,D,1.01,21.0,45927.9,Yes,Region IX,09389099621,Regular
2021-07948,Mario,Williams,mario.williams@school.edu.ph,22.0,3rd Year,BS Information Technology,A,1.37,21.0,39844.95,Yes,Region III,09468197053,REG
2021-00265,Andrew,Bell,andrew.bell@school.edu.ph,20.0,4th Year,BS Architecture,A,1.87,18.0,36510.49,No,Region XI,09285115751,Regular
2021-09969,  Amanda  ,,amanda.thomas@school.edu.ph,21.0,3rd Year,BS Nursing,A,2.62,21.0,41391.15,No,Region VI,09741780713,Regular
2021-07364,Brandon,Hall,brandon.hall@school.edu.ph,26.0,Year 4,BS Information Technology,B,2.29,15.0,34606.39,No,BARMM,09415297820,Regular
2021-08842,Charles,Yates,charles.yates@school.edu.ph,23.0,4th Year,BS Computer Science,A,1.97,21.0,34002.69,No,Region IX,09144986086,Regular
2021-04494,Nicole,Roberts,nicole.roberts@school.edu.ph,24.0,3rd Year,BS Civil Engineering,B,2.19,21.0,44788.4,No,Region IV-A,09913855409,Regular
2021-08195,Carol,Taylor,carol.taylor@school.edu.ph,18.0,second year,BS Psychology,C,3.06,18.0,35985.63,Yes,Region VI,09249829685,Regular
2021-04653,James,Brooks,james.brooks@school.edu.ph,22.0,2nd Year,BS Computer Science,C,2.71,24.0,52533.38,,Region IV-A,09607465413,Reg
2021-09103,Melody,Hernandez,melody.hernandez@school.edu.ph,25.0,2nd Year,BS Accountancy,B,2.95,15.0,25866.62,No,NCR,09262676582,Regular
2021-03207,David,Mcdonald,david.mcdonald@school.edu.ph,21.0,4th Year,BS Civil Engineering,A,1.16,21.0,37852.55,No,Region X,09858309093,Regular
2021-05299,Christine,Stewart,christine.stewart@school.edu.ph,24.0,2nd Year,BS Civil Engineering,B,2.45,21.0,40403.83,No,Region I,09784186371,regular
2021-08164,Mark,Baldwin,mark.baldwin@school.edu.ph,26.0,2nd Year,BS Civil Engineering,C,2.03,18.0,27643.71,No,CAR,09668430894,Regular
2021-03345,Cynthia,Valencia,cynthia.valencia@school.edu.ph,25.0,2nd Year,BS Computer Science,B,1.46,18.0,29074.36,No,Region IX,09986397259,reg
2021-07414,Steve,Rodriguez,steve.rodriguez@school.edu.ph,18.0,4th Year,BS Psychology,B,1.94,18.0,30959.11,No,Region IX,09263498832,Irregular
2021-08816,Mary,Anderson,mary.anderson@school.edu.ph,21.0,3rd Year,BS Psychology,A,1.55,24.0,42210.96,No,Region XI,09379185875,regular
2021-04389,Nicole,Alexander,nicole.alexander@school.edu.ph,22.0,1st Year,BS Architecture,D,3.48,21.0,50131.84,No,Region V,09859040836,Regular
2021-05688,Jessica,Lowe,jessica.lowe@school.edu.ph,24.0,4th Year,BS Business Administration,A,1.38,21.0,36068.94,No,Region IV-A,09534092211,RETURNEE
2021-01930,Cameron,Cook,cameron.cook@school.edu.ph,26.0,1st Year,BS Civil Engineering,A,1.9,21.0,52043.3,No,Region XI,09301259541,regular
2021-06890,Ronald,Wang,ronald.wang@school.edu.ph,21.0,2nd Year,BS Accountancy,C,2.1,18.0,28946.93,No,Region XII,09968802296,Regular
2021-02629,Jennifer,Wilson,jennifer.wilson@school.edu.ph,16.0,2nd Year,BS Tourism,C,1.25,21.0,50625.51,No,Region IV-A,09581525620,Regular
2021-09876,Dana,Thomas,dana.thomas@school.edu.ph,26.0,First Year,BS Computer Science,B,,21.0,43780.2,Yes,BARMM,09639235838,Irregular
2021-01365,Gregory,Sanchez,gregory.sanchez@school.edu.ph,23.0,3,BS Accountancy,B,1.64,24.0,40375.21,No,Region IX,,Irregular
2021-04318,Nicole,Maxwell,nicole.maxwell@school.edu.ph,26.0,FIRST YEAR,BS Education,B,2.24,24.0,36265.39,No,Region V,09385186882,Regular
2021-06141,Susan,Martinez,susan.martinez@school.edu.ph,24.0,2nd Year,BS Civil Engineering,C,3.18,18.0,35541.88,No,CAR,09991683719,Irregular
2021-02450,Laura,Alvarez,laura.alvarez@school.edu.ph,16.0,2nd Year,BS Education,B,2.26,21.0,44662.62,No,Region IV-A,09656812572,Regular
2021-00113,John,Hernandez,john.hernandez@school.edu.ph,22.0,4th Year,BS Nursing,B,1.17,21.0,43329.32,No,Region V,09951290613,Irregular
2021-09352,Donna,Green,donna.green@school.edu.ph,22.0,2nd Year,BS Education,C,1.32,21.0,44855.86,Yes,Region XII,09263621480,Irregular
2021-02522,Elizabeth,Carpenter,elizabeth.carpenter@school.edu.ph,25.0,FIRST YEAR,BS Architecture,B,1.53,21.0,32132.98,No,Region II,09420345118,Regular
2021-01540,Jeremy,Waters,jeremy.waters@school.edu.ph,17.0,2nd Year,BS Business Administration,B,1.67,18.0,40761.64,No,Region XI,09786625727,Irregular
2021-00889,Matthew,Nelson,matthew.nelson@school.edu.ph,21.0,1,BS Nursing,C,1.0,15.0,34134.71,No,Region XII,09977861933,Irregular
2021-07292,Dalton,Lawrence,dalton.lawrence@school.edu.ph,23.0,1st Year,BS Accountancy,C,1.25,21.0,43064.07,Yes,BARMM,09161008495,Reg
2021-03605,Mary,Duncan,mary.duncan@school.edu.ph,26.0,1st Year,BS Education,A,3.32,18.0,43409.95,No,BARMM,09923832833,Transferee
2021-09536,  Donald  ,Guzman,donald.guzman@school.edu.ph,16.0,2nd Year,BS Civil Engineering,B,1.63,21.0,34104.83,No,Region III,09816879784,Irregular
2021-05589,David,Flores,david.flores@school.edu.ph,24.0,4th Year,BS Psychology,B,2.49,18.0,31696.07,No,Region I,09919714221,Regular
2021-05808,Brandon,,brandon.fernandez@school.edu.ph,16.0,4,BS Nursing,A,2.94,21.0,43374.17,No,Region VIII,09332479101,Transferee
2021-04268,Scott,Campbell,scott.campbell@school.edu.ph,19.0,1st Year,BS Computer Science,B,2.55,18.0,43704.57,No,Region VII,09145727805,reg
2021-08699,William,Keller,william.keller@school.edu.ph,21.0,2nd Year,BS Information Technology,A,3.32,18.0,36606.14,Yes,Region VI,09660661324,Regular
2021-09883,Ronald,Morales,ronald.morales@school.edu.ph,23.0,2nd Year,BS Information Technology,A,2.2,15.0,28086.56,Yes,Region VI,09120258162,Regular
2021-08458,Karen,Brown,karen.brown@school.edu.ph,17.0,2nd Year,BS Nursing,A,3.46,15.0,28346.25,No,Region VIII,09405314192,Reg
2021-06730,Nicolas,Mack,nicolas.mack@school.edu.ph,20.0,3,BS Business Administration,B,3.19,18.0,29200.75,No,,09748975104,Irregular
2021-07756,Chad,Thomas,chad.thomas@school.edu.ph,24.0,3rd Year,BS Psychology,B,1.72,18.0,30595.45,No,Region I,09938859478,REGULAR
2021-05677,Susan,Martinez,susan.martinez@school.edu.ph,26.0,2nd Year,BS Architecture,A,3.24,15.0,25248.2,No,Region II,09504861859,Regular
2021-03788,Tara,Tucker,tara.tucker@school.edu.ph,23.0,2nd Year,BS Tourism,B,1.71,21.0,40335.21,No,Region X,09451856326,Transferee
2021-05681,Michael,Adams,michael.adams@school.edu.ph,22.0,1st Year,BS Psychology,D,1.39,21.0,40273.56,No,Region IV-A,09919963657,Irregular
2021-01059,Gary,Ortiz,gary.ortiz@school.edu.ph,24.0,2nd Year,BS Education,B,3.22,18.0,28390.83,No,BARMM,09341622302,reg
2021-02271,Amanda,Davis,amanda.davis@school.edu.ph,25.0,First Year,BS Psychology,D,1.11,18.0,41187.18,No,Region III,09567355185,Regular
2021-01128,Ryan,Fox,RYAN.FOX@SCHOOL.EDU.PH,16.0,2nd Year,BS Accountancy,C,3.06,21.0,44278.51,No,Region XII,09360893196,Regular
2021-00486,Tony,Johnson,tony.johnson@school.edu.ph,17.0,4th Year,BS Business Administration,B,2.36,18.0,32781.54,Yes,Region V,09660468135,REG
2021-05932,Melissa,Mccall,melissa.mccall@school.edu.ph,26.0,2nd Year,BS Tourism,A,2.71,21.0,39825.8,No,Region IX,09437445494,IRREGULAR
2021-02291,Tyler,Rogers,tyler.rogers@school.edu.ph,22.0,third year,BS Psychology,A,,21.0,42990.05,No,Region IV-A,09135461667,IRREG
2021-00888,Jonathan,Moore,jonathan.moore@school.edu.ph,19.0,1st Year,BS Tourism,D,1.24,21.0,44553.31,No,Region VIII,09438365083,Irregular
2021-07621,Gregg,Reynolds,gregg.reynolds@school.edu.ph,24.0,4th Year,BS Nursing,A,3.27,21.0,39704.17,No,Region VIII,09497307638,IRREGULAR
2021-09730,James,Byrd,james.byrd@school.edu.ph,21.0,1st Year,BS Computer Science,D,3.01,21.0,35617.36,No,BARMM,09251055978,Regular
2021-09417,John,Green,john.green@school.edu.ph,25.0,2nd Year,BS Accountancy,B,1.26,18.0,32154.79,Yes,Region I,09615144640,Regular
2021-01038,Miranda,Scott,miranda.scott@school.edu.ph,22.0,3rd Year,BS Nursing,B,N/A,21.0,42078.69,No,Region V,09382144922,Irregular
2021-08421,Ann,French,ann.french@school.edu.ph,20.0,2nd Year,BS Computer Science,A,2.38,21.0,33143.09,No,Region IV-A,09734570294,Regular
2021-01955,Robert,Brown,robert.brown@school.edu.ph,21.0,4th Year,BS Psychology,B,1.88,24.0,48402.45,No,Region X,09338651333,Regular
2021-05330,Derek,Harris,derek.harris@school.edu.ph,17.0,2nd Year,BS Architecture,A,3.48,21.0,42153.64,No,Region IX,09309986083,Irregular
2021-05531,Jonathan,Bailey,jonathan.bailey@school.edu.ph,18.0,2nd Year,BS Civil Engineering,C,3.05,18.0,40997.08,Yes,Region VIII,09731444637,Reg
2021-08508,Donna,Wagner,donna.wagner@school.edu.ph,17.0,2nd Year,BS Architecture,A,2.85,24.0,48729.48,Yes,Region XII,09426670373,Reg
2021-00856,Wanda,Harris,wanda.harris@school.edu.ph,26.0,1st Year,BS Civil Engineering,A,2.46,24.0,55928.68,No,BARMM,09350794956,reg
2021-03740,Andrea,Harrington,andrea.harrington@school.edu.ph,17.0,2nd Year,BS Architecture,B,2.87,21.0,36875.5,No,CAR,09237144535,reg
2021-02398,Whitney,Rodriguez,whitney.rodriguez@school.edu.ph,23.0,1st Year,BS Tourism,A,3.46,21.0,33457.19,No,Region VI,09540145946,reg
2021-01695,Betty,Smith,betty.smith@school.edu.ph,17.0,2nd Year,BS Accountancy,B,3.41,15.0,22575.09,Yes,Region VI,09546092601,REG
2021-07843,Hunter,Robinson,hunter.robinson@school.edu.ph,21.0,1st Year,BS Civil Engineering,D,3.16,18.0,28167.37,No,Region XII,09731968306,regular
2021-06709,Daniel,Scott,daniel.scott@school.edu.ph,26.0,3rd Year,BS Civil Engineering,A,2.55,18.0,40866.39,Yes,Region XII,09408921355,Regular
2021-00829,Emma,Kirby,emma.kirby@school.edu.ph,21.0,3rd Year,BS Education,B,3.17,15.0,25008.88,No,Region IX,09185965515,Irregular
2021-03044,Diana,Thomas,diana.thomas@school.edu.ph,24.0,2nd Year,BS Information Technology,C,2.26,21.0,42448.43,Yes,Region XII,09802980150,Irregular
2021-04066,Carmen,Richardson,carmen.richardson@school.edu.ph,24.0,1st Year,BS Information Technology,B,3.17,18.0,35870.17,No,Region XI,09321309660,Regular
2021-07870,Trevor,Harris,trevor.harris@school.edu.ph,21.0,1st Year,BS Architecture,A,1.07,21,47024.4,No,Region IX,09262727467,Transfer
2021-07501,Lisa,Diaz,lisa.diaz@school.edu.ph,21.0,2nd Year,BS Tourism,C,2.72,24.0,57946.02,No,Region VII,09230371635,Regular
2021-00750,Karen,Vaughn,karen.vaughn@school.edu.ph,23.0,3rd Year,BS Psychology,A,1.43,18.0,28954.2,No,Region IV-A,09376828821,Regular
2021-01310,Bradley,Smith,bradley.smith@school.edu.ph,26.0,3rd Year,BS Tourism,A,1.43,15.0,32935.57,Yes,NCR,,Regular
2021-07381,Collin,Gibson,collin.gibson@school.edu.ph,16.0,2,BS Tourism,A,2.81,21.0,39324.81,No,Region XI,09909493138,Regular
2021-02537,Jeffrey,Silva,jeffrey.silva@school.edu.ph,22.0,3rd Year,BS Civil Engineering,B,2.14,18.0,31369.96,No,Region I,092829089,REG
2021-08108,Chelsea,Evans,chelsea.evans@school.edu.ph,17.0,2nd Year,BS Architecture,C,2.79,18.0,27056.87,No,NCR,09741513295,Regular
2021-07879,Jacob,Washington,jacob.washington@school.edu.ph,16.0,3rd Year,BS Information Technology,B,1.69,18.0,34470.39,No,BARMM,09403315481,Irregular
2021-04349,Sherry,Salazar,sherry.salazar@school.edu.ph,22.0,4th Year,BS Information Technology,A,1.92,18.0,43218.05,Yes,NCR,09910651266,Irregular
2021-07282,Renee,Levy,renee.levy@school.edu.ph,24.0,First Year,BS Business Administration,D,1.65,21.0,40070.68,No,Region V,09116703112,transfer
2021-03327,Sarah,Franklin,sarah.franklin@school.edu.ph,21.0,3rd Year,BS Architecture,B,1.15,21.0,43172.55,No,Region IX,09449359982,Regular
2021-06689,Andrew,Miller,andrew.miller@school.edu.ph,17.0,second year,BS Information Technology,C,3.01,18.0,27947.81,Yes,Region IV-A,09540627780,Transfer
2021-09347,Rodney,Miller,rodney.miller@school.edu.ph,22.0,3rd Year,BS Information Technology,A,2.71,24.0,49647.44,No,Region IV-B,09155197049,Regular
2021-09545,Jasmine,Cooper,jasmine.cooper@school.edu.ph,17.0,2nd Year,BS Computer Science,A,2.51,21.0,44675.79,Yes,Region III,094861916,Irregular
2021-04892,Matthew,Gray,matthew.gray@school.edu.ph,22.0,Year 1,BS Nursing,C,1.08,21.0,44204.95,No,Region III,09688994359,Reg
2021-07864,Antonio,Smith,antonio.smith@school.edu.ph,19.0,3rd Year,BS Nursing,B,1.48,15.0,33815.91,Yes,Region XI,09122593413,Regular
2021-09573,Chad,Alvarado,chad.alvarado@school.edu.ph,24.0,1,BS Nursing,A,1.41,18.0,32681.83,No,Region I,09904341388,reg
2021-08703,Matthew,Edwards,matthew.edwards@school.edu.ph,16.0,Second Year,BS Civil Engineering,B,3.2,18.0,40560.11,Yes,Region VI,09182715671,Returnee
2021-01500,Jacob,Bates,jacob.bates@school.edu.ph,20.0,4th Year,BS Tourism,A,1.31,21.0,36520.15,No,Region X,09244621892,Transferee
2021-00765,David,Middleton,david.middleton@school.edu.ph,23.0,1st Year,BS Nursing,C,1.94,21.0,36026.96,Yes,Region X,09418654274,Reg
2021-01098,  Benjamin  ,Williams,benjamin.williams@school.edu.ph,21.0,1st Year,BS Information Technology,D,1.42,21.0,40582.98,No,Region IV-A,09854256866,Reg
2021-03758,Nancy,Erickson,nancy.erickson@school.edu.ph,25.0,2nd Year,BS Information Technology,C,,18.0,28711.33,No,Region VI,09390661851,Transferee
2021-02012,Christopher,Matthews,christopher.matthews@school.edu.ph,23.0,1st Year,BS Education,A,2.89,21.0,34120.88,No,Region VII,09888397590,Transferee
2021-08355,Ryan,Gordon,ryan.gordon@school.edu.ph,26.0,1st Year,BS Tourism,D,,15.0,25713.75,No,Region V,09243088364,Reg
2021-07078,Susan,Owens,susan.owens@school.edu.ph,25.0,3rd Year,BS Computer Science,B,3.28,18.0,39558.3,No,BARMM,09446666309,REG
2021-01597,Stephanie,Rush,stephanie.rush@school.edu.ph,20.0,1st Year,BS Accountancy,C,1.6,18.0,37894.69,No,Region IV-B,09840698205,regular
2021-06602,James,Turner,james.turner@school.edu.ph,16.0,2,BS Computer Science,B,3.12,18.0,40866.57,No,Region IX,09171675819,irregular
2021-04812,Amanda,Jimenez,amanda.jimenez@school.edu.ph,17.0,4th Year,BS Education,A,2.14,21.0,41716.38,No,Region V,09981396409,Transferee
2021-08503,Jennifer,Berg,jennifer.berg@school.edu.ph,25.0,1st Year,BS Computer Science,C,3.39,21.0,32352.85,No,BARMM,09436287286,Regular
2021-09036,Anthony,Jones,anthony.jones@school.edu.ph,21.0,3rd Year,BS Accountancy,A,0.1,15.0,28713.49,Yes,Region I,09768630388,irreg
2021-01475,David,Glenn,david.glenn@school.edu.ph,24.0,2nd Year,BS Civil Engineering,A,1.42,18.0,39202.66,No,BARMM,09573493588,Regular
2021-05974,Katherine,Hampton,katherine.hampton@school.edu.ph,17.0,4th Year,BS Psychology,B,2.27,21.0,43571.06,No,Region IV-B,09164033984,Regular
2021-01741,Cindy,Vega,cindy.vega@school.edu.ph,16.0,4th Year,BS Accountancy,A,,18.0,42629.96,No,Region VIII,09489497809,IRREG
2021-03869,Scott,Holland,scott.holland@school.edu.ph,24.0,3rd Year,BS Business Administration,B,1.8,21.0,43998.57,No,Region VII,09650807925,REGULAR
2021-05476,Marissa,Smith,marissa.smith@school.edu.ph,19.0,2nd Year,BS Nursing,A,2.1,15.0,25327.98,No,Region IV-B,09452892501,Irregular
2021-04474,Anna,Nelson,anna.nelson@school.edu.ph,25.0,2nd Year,BS Education,B,1.47,21.0,47083.2,Yes,BARMM,09384012626,Regular
2021-02200,Sandra,Kelley,sandra.kelley@school.edu.ph,18.0,2nd Year,BS Psychology,B,2.27,18.0,35665.06,No,Region XII,09767478125,Regular
2021-06570,Jeffrey,Chang,jeffrey.chang@school.edu.ph,16.0,2nd Year,BS Education,A,3.37,21.0,39053.37,No,Region VII,09408672328,Regular
2021-03313,Heather,Greene,heather.greene@school.edu.ph,25.0,THIRD YEAR,BS Business Administration,B,1.23,21.0,48052.84,No,Region II,09822657135,Regular
2021-04122,Gabrielle,Mooney,gabrielle.mooney@school.edu.ph,19.0,2nd Year,BS Architecture,B,2.02,21.0,36087.32,No,NCR,09556582339,REGULAR
2021-04275,Timothy,Gordon,timothy.gordon@school.edu.ph,24.0,THIRD YEAR,BS Computer Science,A,1.49,15.0,31215.32,Yes,Region VII,09295110449,Irregular
2021-02142,Aaron,Arellano,aaron.arellano@school.edu.ph,18.0,2nd Year,BS Civil Engineering,B,1.54,24.0,36769.8,Yes,CAR,09269968727,Regular
2021-00037,Michael,Moreno,michael.moreno@school.edu.ph,19.0,1st Year,BS Information Technology,C,1.8,18.0,43321.02,Yes,Region IX,09406238626,Regular
2021-06347,Nicole,Sanders,nicole.sanders@school.edu.ph,20.0,1st Year,BS Education,B,2.96,24.0,49768.1,No,Region III,09875829066,Regular
2021-01218,Lisa,Williams,lisa.williams@school.edu.ph,19.0,3rd Year,BS Accountancy,B,2.05,15.0,32757.11,No,Region V,09660765929,Regular
2021-08169,Rebekah,Wilkins,rebekah.wilkins@school.edu.ph,22.0,2nd Year,BS Computer Science,A,2.99,24.0,36106.18,No,Region V,09454518736,reg
2021-02998,Cheryl,Hudson,cheryl.hudson@school.edu.ph,20.0,1st Year,BS Information Technology,A,3.4,18.0,41333.42,No,Region VIII,09735024208,Regular
2021-02028,Deanna,Gallegos,deanna.gallegos@school.edu.ph,18.0,4th Year,BS Accountancy,B,3.19,18.0,38527.31,No,Region VII,09782289604,Reg
2021-09326,Bryan,Little,bryan.little@school.edu.ph,22.0,4th Year,BS Architecture,A,2.52,24.0,52523.71,No,Region VI,09825314595,Regular
2021-02957,Tommy,Johnson,tommy.johnson@school.edu.ph,18.0,3rd Year,BS Psychology,B,1.26,21.0,32516.34,No,CAR,09350365951,Irregular
2021-09751,James,Green,james.green@school.edu.ph,23.0,2nd Year,BS Nursing,C,1.69,21.0,39858.64,No,Region I,09501355420,Irregular
2021-06238,Joshua,Smith,joshua.smith@school.edu.ph,19.0,Year 3,BS Information Technology,B,3.37,21.0,38223.97,No,Region IV-A,09462543159,IRREG
2021-04581,Penny,Austin,penny.austin@school.edu.ph,21.0,4th Year,BS Information Technology,B,1.38,21.0,50887.18,No,Region III,09112884052,regular
2021-02975,Raymond,Malone,raymond.malone@school.edu.ph,25.0,2nd Year,BS Psychology,A,1.26,21.0,44685.55,No,Region X,,Regular
2021-09432,Sara,Jones,sara.jones@school.edu.ph,19.0,1st Year,BS Civil Engineering,B,2.23,24.0,47528.71,Yes,Region VII,09745769764,reg
2021-07994,Elizabeth,Harper,elizabeth.harper@school.edu.ph,20.0,1st Year,BS Computer Science,B,2.72,21.0,42432.19,Yes,Region III,09185822313,regular
2021-05591,Robin,Cortez,robin.cortez@school.edu.ph,17.0,1st Year,BS Architecture,A,2.03,18.0,43547.01,No,Region VIII,09692153618,Regular
2021-01635,Carrie,White,carrie.white@school.edu.ph,19.0,fourth year,BS Accountancy,B,2.67,15.0,30217.54,No,NCR,09235799523,IRREG
2021-04029,Robert,Moore,robert.moore@school.edu.ph,22.0,3rd Year,BS Business Administration,B,2.8,21.0,43910.75,No,Region III,09254038170,Transferee
2021-06469,Michael,Bell,michael.bell@school.edu.ph,23.0,4th Year,BS Information Technology,B,1.87,21.0,40124.73,No,Region IV-A,09202300758,Regular
2021-08300,Charlotte,Daniels,charlotte.daniels@school.edu.ph,16.0,4th Year,BS Architecture,A,1.09,21.0,42025.93,No,NCR,09309173804,Irregular
2021-05535,Gina,Stevens,gina.stevens@school.edu.ph,24.0,Year 1,BS Information Technology,D,1.81,15.0,33120.37,Yes,Region IV-B,09616600571,Regular
2021-07407,Danny,Montgomery,danny.montgomery@school.edu.ph,24.0,3rd Year,BS Psychology,A,3.47,21.0,44744.03,No,Region IV-A,09367114411,Regular
2021-02192,Lisa,Rodriguez,lisa.rodriguez@school.edu.ph,22.0,Year 4,BS Nursing,B,3.37,21.0,33099.57,No,Region X,09921026641,Regular
2021-06327,Jermaine,Rivera,jermaine.rivera@school.edu.ph,19.0,4th Year,BS Computer Science,B,1.75,21.0,32523.26,Yes,Region XII,09199757861,Returnee
2021-09122,Luis,Quinn,luis.quinn@school.edu.ph,22.0,2nd Year,BS Computer Science,C,2.98,21.0,33552.82,No,NCR,09682132175,IRREGULAR
2021-01727,  Michael  ,Arnold,michael.arnold@school.edu.ph,25.0,2nd Year,BS Computer Science,C,1.64,21.0,36300.18,No,BARMM,09279327988,Regular
2021-06273,Joshua,Warner,joshua.warner@school.edu.ph,19.0,first year,BS Business Administration,B,2.16,24.0,41237.27,No,Region VIII,09677032767,IRREGULAR
2021-04104,Angela,Martinez,angela.martinez@school.edu.ph,22.0,1,BS Education,D,1.89,18.0,36026.32,No,CAR,09892301737,reg
2021-09974,Michael,Valenzuela,michael.valenzuela@school.edu.ph,21.0,1st Year,BS Information Technology,C,2.36,21.0,38010.41,No,NCR,09829365886,Regular
2021-02404,Richard,Smith,richard.smith@school.edu.ph,19.0,1st Year,BS Psychology,A,2.71,18.0,39961.01,No,NCR,09998476583,Regular
2021-01340,Mark,Brown,mark.brown@school.edu.ph,16.0,1st Year,BS Civil Engineering,B,2.91,24.0,59895.51,Yes,CAR,09323185442,REG
